order_id,product_id,quantity,price_per_unit,,,,,,,,,,,,,,,,,,,,,,
173,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
174,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
174,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
174,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
174,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
175,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
175,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
175,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
175,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
176,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
177,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
177,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
177,8,1,3000,,,,,,,,,,,,,,,,,,,,,,
177,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
178,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
178,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
178,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
179,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
179,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
179,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
180,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
181,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
181,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
181,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
181,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
182,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
182,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
182,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
182,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
183,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
183,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
183,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
184,1,2,15000,,,,,,,,,,,,,,,,,,,,,,
184,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
185,6,2,7000,,,,,,,,,,,,,,,,,,,,,,
185,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
185,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
186,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
186,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
187,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
188,2,1,60000,,,,,,,,,,,,,,,,,,,,,,
188,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
188,3,3,8000,,,,,,,,,,,,,,,,,,,,,,
188,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
189,4,1,12000,,,,,,,,,,,,,,,,,,,,,,
190,7,2,40000,,,,,,,,,,,,,,,,,,,,,,
190,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
190,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
191,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
191,8,3,3000,,,,,,,,,,,,,,,,,,,,,,
192,7,1,40000,,,,,,,,,,,,,,,,,,,,,,
193,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
193,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
194,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
194,5,1,5000,,,,,,,,,,,,,,,,,,,,,,
194,6,1,7000,,,,,,,,,,,,,,,,,,,,,,
194,1,3,15000,,,,,,,,,,,,,,,,,,,,,,
195,2,3,60000,,,,,,,,,,,,,,,,,,,,,,
195,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
195,4,3,12000,,,,,,,,,,,,,,,,,,,,,,
196,7,3,40000,,,,,,,,,,,,,,,,,,,,,,
196,8,2,3000,,,,,,,,,,,,,,,,,,,,,,
197,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
198,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
198,5,3,5000,,,,,,,,,,,,,,,,,,,,,,
198,3,2,8000,,,,,,,,,,,,,,,,,,,,,,
199,3,1,8000,,,,,,,,,,,,,,,,,,,,,,
199,1,1,15000,,,,,,,,,,,,,,,,,,,,,,
200,5,2,5000,,,,,,,,,,,,,,,,,,,,,,
200,2,2,60000,,,,,,,,,,,,,,,,,,,,,,
200,6,3,7000,,,,,,,,,,,,,,,,,,,,,,
